209.226,-495.228,494.824,5.03593
209.862,-497.124,495.084,5.03593
210.498,-499.02,495.332,5.03593
211.133,-500.917,495.567,5.03593
211.769,-502.813,495.79,5.03593
212.409,-504.708,496.003,5.04745
213.098,-506.585,496.204,5.08079
213.849,-508.439,496.396,5.11412
214.662,-510.266,496.578,5.14745
215.535,-512.065,496.751,5.18079
216.467,-513.835,496.915,5.21412
217.458,-515.572,497.071,5.24745
218.506,-517.275,497.219,5.28079
219.611,-518.942,497.36,5.31412
220.77,-520.572,497.493,5.34745
221.983,-522.162,497.62,5.38079
223.249,-523.71,497.741,5.41412
224.565,-525.216,497.855,5.44745
225.931,-526.677,497.964,5.48079
227.344,-528.092,498.067,5.51412
228.804,-529.458,498.165,5.54745
230.309,-530.776,498.258,5.58079
231.857,-532.042,498.346,5.61412
233.446,-533.256,498.43,5.64745
235.075,-534.417,498.51,5.68079
236.742,-535.522,498.585,5.71412
238.444,-536.572,498.657,5.74745
240.181,-537.564,498.725,5.78079
241.949,-538.497,498.79,5.81412
243.748,-539.372,498.851,5.84745
245.575,-540.185,498.91,5.88079
247.428,-540.938,498.965,5.91412
249.305,-541.628,499.017,5.94745
251.204,-542.255,499.067,5.98079
253.122,-542.819,499.115,6.01412
255.059,-543.319,499.16,6.04745
257.011,-543.753,499.202,6.08079
258.977,-544.123,499.243,6.11412
260.953,-544.426,499.281,6.14745
262.939,-544.664,499.318,6.18079
264.932,-544.835,499.353,6.21412
266.929,-544.94,499.385,6.24745
268.928,-544.978,499.417,6.28079
270.928,-544.949,499.446,0.0309354
272.926,-544.854,499.474,0.0642688
274.919,-544.692,499.501,0.0976021
276.906,-544.464,499.526,0.130935
278.884,-544.17,499.551,0.164269
280.851,-543.81,499.573,0.197602
282.806,-543.385,499.595,0.230935
284.744,-542.895,499.616,0.264269
286.666,-542.34,499.635,0.297602
288.568,-541.722,499.654,0.330935
290.448,-541.041,499.671,0.364269
292.305,-540.297,499.688,0.397602
294.136,-539.492,499.704,0.430935
295.938,-538.627,499.719,0.464269
297.711,-537.702,499.733,0.497602
299.453,-536.718,499.747,0.530935
301.16,-535.677,499.76,0.564269
302.832,-534.579,499.772,0.597602
304.466,-533.427,499.784,0.630935
306.061,-532.22,499.795,0.664269
307.615,-530.961,499.805,0.697602
309.126,-529.651,499.815,0.730935
310.593,-528.291,499.824,0.764269
312.013,-526.883,499.833,0.797602
313.386,-525.429,499.842,0.830935
314.71,-523.93,499.85,0.864269
315.982,-522.387,499.857,0.897602
317.203,-520.803,499.865,0.930935
318.37,-519.179,499.872,0.964269
319.483,-517.517,499.878,0.997602
320.539,-515.819,499.884,1.03094
321.538,-514.087,499.89,1.06427
322.479,-512.322,499.896,1.0976
323.361,-510.527,499.901,1.13094
324.182,-508.703,499.906,1.16427
324.942,-506.853,499.911,1.1976
325.64,-504.979,499.915,1.23094
326.275,-503.083,499.92,1.26427
326.847,-501.166,499.924,1.2976
327.355,-499.232,499.928,1.33094
327.797,-497.282,499.931,1.36427
328.175,-495.318,499.935,1.3976
328.486,-493.342,499.938,1.43094
328.732,-491.358,499.941,1.46427
328.912,-489.366,499.944,1.4976
329.025,-487.369,499.947,1.53094
329.071,-485.37,499.95,1.56427
329.051,-483.37,499.952,1.5976
328.964,-481.372,499.955,1.63094
328.81,-479.378,499.957,1.66427
328.591,-477.39,499.959,1.6976
328.305,-475.411,499.961,1.73094
327.953,-473.442,499.963,1.76427
327.536,-471.486,499.965,1.7976
327.054,-469.545,499.967,1.83094
326.507,-467.621,499.969,1.86427
325.897,-465.717,499.97,1.8976
325.223,-463.834,499.972,1.93094
324.487,-461.974,499.973,1.96427
323.69,-460.14,499.975,1.9976
322.832,-458.334,499.976,2.03094
321.914,-456.557,499.977,2.06427
320.937,-454.811,499.978,2.0976
